url,types,name,desc_snippet,release_date,developer,publisher,popular_tags,game_details,languages,achievements,genre,game_description,mature_content,minimum_requirements,recommended_requirements,price
https://store.steampowered.com/sub/39352/,sub,Sins of a Solar Empire: Rebellion?? - Ultimate Edition,Sins of a Solar Empire: Rebellion?? - Ultimate Edition bundle,2019-04-21,Ironclad Games,Stardock Entertainment,NaN,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor",English,NaN,"Indie,Strategy",NaN,NaN,NaN,NaN,49.99,
https://store.steampowered.com/bundle/9372/Lose/,bundle,Lose?????????????????????,Lose????????????????????? bundle,2019-04-22,Lose,HIKARI FIELD,NaN,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Japanese, Simplified Chinese, Traditional Chinese",NaN,Adventure,NaN,NaN,NaN,NaN,54.98,
https://store.steampowered.com/app/3380/Dynomite_Deluxe/,app,Dynomite Deluxe,,2019-04-23,"PopCap Games, Inc.","PopCap Games, Inc.,PopCap Games, Inc.","Casual,Puzzle",Single-player,English,NaN,Casual,,,,,4.99,
https://store.steampowered.com/app/244810/Foul_Play/,app,Foul Play,Play as the daemon-hunter Baron Dashforth in a side-scrolling co-op brawler set entirely on the grand spectacle of a theatre stage that rewards performance over pummeling. Perform shattering takedowns and reversals!,2019-04-24,"Mediatonic,The Irregular Corporation","Devolver Digital,Devolver Digital","Beat 'em up,Action,Indie,Local Co-Op,Casual,Adventure,Comedy,Online Co-Op,Co-op,2D,Side Scroller,Steampunk","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","English,French,Italian,German,Spanish - Spain,Japanese,Portuguese - Brazil",30,"Action,Adventure,Casual,Indie"," About This Game Play as the daemon-hunter Baron Dashforth in a side-scrolling co-op brawler set entirely on the grand spectacle of a theatre stage that rewards performance over pummeling. Perform shattering takedowns and reversals! Electrify the audience with devastating linked attacks as you have a friend join as sidekick Scampwick and use every stage-trick you know to bring the house down! Play out the most spectacular moments of the Baron?€?s life; improbable beasts, astonishing villainy and, at the heart of it all, the mysterious Foul Play! Supporting Cast 22 Incredible Acts: From the deserts of Cairo to the depths of Atlantis Over 50 hideous enemies drawn from the Baron's recollections Learn 12 Electrifying stage-tricks to bring the house down Have a friend join as sidekick Scampwick in Local & Online Co-op modes Beautifully animated scene changes re-create the Baron's adventure Never before seen 'Daemon Diary' charts the discovery of Daemonology ",,,,14.99,
https://store.steampowered.com/app/525240/LOST_SPHEAR/,app,LOST SPHEAR,"A young man, who suffered a phenomenon that he had never seen, faces an ominous power that threatens the fabric of reality. Awaken the power of Memory to restore what was lost!",2019-04-25,Tokyo RPG Factory,"Square Enix,Square Enix","RPG,JRPG,Turn-Based,Anime,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","English,French,German,Japanese",50,RPG," About This Game The next evolution in this new golden age of JRPG?€?s arrives with LOST SPHEAR, bringing a fresh take on classic RPG gameplay! A young man, who suffered a phenomenon that he had never seen, faces an ominous power that threatens the fabric of reality. Awaken the power of Memory to restore what was lost! Muster different Memory and craft the world around you in a journey to save the world. KEY FEATURES: Unique and powerfully unforgettable storyline with seamless gameplay Enhanced Battle System with new ATB 2.0 offering more freedom in combat Vulcosuits Armour - equip your characters to gain enhanced abilities in battle or on the field Moonlight Battleground mode ?€? Exciting colosseum to fight previously fought and new bosses ",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 64bit,Processor:,INTEL Core i3 2.4GHz,Memory:,4 GB RAM,Graphics:,GeForce GTX460 / Radeon HD5750,DirectX:,Version 11,Storage:,8 GB available space,Sound Card:,DirectSound?? Compatible sound card","Recommended:,Requires a 64-bit processor and operating system,OS:,Windows 7/8/8.1/10(64bit),Processor:,INTEL Core i5 2.0GHz,Memory:,4 GB RAM,Graphics:,GeForce GTX560Ti / Radeon HD7770,DirectX:,Version 11,Storage:,8 GB available space,Sound Card:,DirectSound?? Compatible sound card",49.99,
https://store.steampowered.com/app/265610/Epic_Battle_Fantasy_4/,app,Epic Battle Fantasy 4,"Epic Battle Fantasy 4 is a light-hearted turn-based RPG, heavily inspired by old classics like Final Fantasy and Golden Sun. You will battle through waves of adorable enemies, grow your characters, explore a diverse world, solve puzzles, and of course, save the world.",2019-04-26,Matt Roszak,"Matt Roszak,Matt Roszak","RPG,Turn-Based,Adventure,Fantasy,Great Soundtrack,Anime,Funny,Indie,Singleplayer,Comedy,JRPG,2D,Epic,Strategy,Turn-Based Combat,Action,Casual,Parody,Cats,Cute","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","English,French,German,Spanish - Spain,Portuguese - Brazil",104,"Adventure,RPG"," About This Game Epic Battle Fantasy 4 is a light-hearted turn-based RPG, heavily inspired by old classics like Final Fantasy and Golden Sun. You will battle through waves of adorable enemies, grow your characters, explore a diverse world, solve puzzles, and of course, save the world. Key features Over 140 different enemies to slaughter, from fluffy animals to gods. Over 170 different items of equipment, and 150 different usable skills, allowing for lots of character customization. Inspired by 16-bit era RPGs, minus the annoying features like random battles or save points. Contains lots of video game references, immature humor, and anime boobs. A mix of orchestral and electronic background music by HalcyonicFalconX. Full Soundtrack included! 25 hours of gameplay, plus Newgame+, survival and boss rush modes. Suitable for both casual and hardcore RPG players. ",,,,11.99,
https://store.steampowered.com/app/253110/The_Cat_Lady/,app,The Cat Lady,"The Cat Lady follows Susan Ashworth, a lonely 40-year old on the verge of suicide. She has no family, no friends and no hope for a better future. One day she discovers that five strangers will come along and change everything...",2019-04-28,Harvester Games,"Screen 7,Screen 7","Horror,Story Rich,Female Protagonist,Indie,Adventure,Point & Click,Psychological Horror,Dark,Atmospheric,Mature,Great Soundtrack,Singleplayer,Drama,Emotional,Psychological,Cats,Gore,Masterpiece,Surreal,Puzzle","Single-player,Steam Achievements,Steam Trading Cards","English,French,German,Spanish - Spain,Italian,Finnish,Hungarian,Portuguese - Brazil,Russian",25,"Adventure,Indie"," About This Game  The Cat Lady follows Susan Ashworth, a lonely 40-year old on the verge of suicide. She has no family, no friends and no hope for a better future. One day she discovers that five strangers will come along and change everything... By author Remigiusz Michalski (Harvester Games) this suspenseful psychological horror game features stylized artwork, a simple keyboard control method and English voice acting, plus a compelling, atmospheric 70 minute soundtrack by micAmic (now included free with every copy in Library > Music) and featured artists Warmer, 5iah and Tears Of Mars. The Cat Lady contains strong adult themes and is recommended only for players over 18. You may also be interested in other games in this series: https://store.steampowered.com/app/364390/Downfall/ https://store.steampowered.com/app/593960/Lorelai/ "," Mature Content Description  The developers describe the content like this:  Contains occasional graphic violence & gore, some strong bad language and infrequent frontal nudity.  ","Minimum:,OS:,Windows 7, 8, 10,Processor:,Intel or AMD CPU,Memory:,512 MB RAM,Graphics:,DirectX compatible card,DirectX:,Version 9.0,Storage:,2 GB available space,Sound Card:,DirectX compatible sound card,Additional Notes:,Keyboard","Recommended:,OS:,Windows 7, 8, 10,Processor:,Dual-core Intel or AMD CPU,Memory:,1 GB RAM,Graphics:,NVIDIA or AMD ATI video card with 1GB of RAM (Nvidia GeForce GTX 260 or higher/ATI Radeon 4890 or higher),DirectX:,Version 11,Storage:,2 GB available space,Sound Card:,DirectX compatible sound card,Additional Notes:,Keyboard",9.99,
https://store.steampowered.com/app/773460/_VR__Pupil_Wandering_VR/,app,???????????? VR / Pupil: Wandering VR,"Pupil : Wandering is an Asian-style horror VR game. The game focuses on an immersive horror atmosphere. All key items and game hints can only be found using the ""Moon Lantern"", a main feature that brings to light an extraordinary and truly terrifying experience.",2019-04-29,Spoon Network,"Spoon Network,Spoon Network","Early Access,Adventure,Indie,Early Access,Horror,VR","Single-player,Steam Achievements,Steam is learning about this game??
									","English,Simplified Chinese",14,"Adventure,Indie,Early Access"," About This Game Hello, Everyone, we're the development team of Pupil: Wandering. Our game was released on Jan 18th 2018 last year. Because of exclusion on Sony platform, we delayed on Steam platform for almost one year half. So we're apologize for our delay on releasing Steam version. After long-time waiting, we'll setup EA version of our game on Steam with big discount on all players. During one year half on Sony, a lot of players love our game, and give our team great support for our future content. And also be recommandation several times by Sony platform. Steam version add ""Flat"" movement method in the bottom of main menu UI. You can switch between ""PathFind"" and ""Flat"" Gameplay&Scenario&Feature Pupil???Wandering is Ghost-Hunting featured horror game. We mainly focus on the following three main features: GameStory?€?Horror Performance?€?Moon Lantern GameStory ?€?Pupil:Wandering?€?is horror AVG VR game based on Orient Ghost Story. The game tells a girl named Yue Lan received one letter that from her sister in hometown, after Yue Lan left home three years for further study.  Something has changed when Yue Lan return home and discover the truth that what has happened to her sister. The first charpter is only about the startup of the whole story, and the following charpter two to four will explain the rest of story and also reveal the truth that linked with Yue Lan. Horror Performance and Puzzle The game focuses on providing excellent horror event not in sudden, but more linking with puzzle and the story, to make the game smooth horror performance for players. Also we take advantage of 3D spatial amibient audio as game clue to help you to solve the puzzle. About the puzzling itself, we abandon the tranditional way, making new style of puzzle according to the VR type. We believe you could enjoy yourself when play our game. Moon Lantern Different from other indie horror games, we add battle system into our game. Player will encount some ghost that would attack players, you need use moon lantern to defend yourself, and also this moon lantern could not only used as weapon, but also could be used as tools to make special item reveal by its lighting. When it detected ghost, the lantern will go red; when it detected speical item, the lantern will go purple. About the full version, the battle system will be have more depth on its system to increase the gameplay of horror. So the charpter one would be just a warmup The full version is developing now, current version of game will release as EA version with a big discount, comparing with Sony version We are sure our new chapter content will give you further more surprise in future. ",,"Minimum:,OS:,Windows 10,Processor:,Intel i5-4590,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 970,DirectX:,Version 11,Storage:,3 GB available space","Recommended:,OS:,Windows 10,Processor:,Intel i7-6700k,Memory:,16 GB RAM,Graphics:,NVIDIA GeForce GTX 1070,DirectX:,Version 11,Storage:,4 GB available space",11.99,
https://store.steampowered.com/app/435030/Lost_Lands_Mahjong/,app,Lost Lands: Mahjong,"Solve many tile sets, quests and adventures to get your prizes and collections. Help the elves to survive on the lost island.",2019-04-30,FIVE-BN GAMES,"FIVE-BN GAMES,FIVE-BN GAMES","Free to Play,Casual,Adventure,Puzzle,Singleplayer","Single-player,Steam Achievements,Steam Cloud","English,German,Dutch,Russian,French,Italian,Spanish - Spain,Portuguese - Brazil,Ukrainian",46,"Adventure,Casual,Free to Play"," About This Game Play a classic mahjong solitaire game and help the elven people.  Set out on a journey of epic proportions with the Lost Lands: Mahjong game! It's not just a solitaire game with levels to beat - it's an adventure with many characters, an overarching plot and a huge world to explore. Solve many tile sets, quests and adventures to get your prizes and collections. Help the elves to survive on the lost island.  You're about to see: ?€? Hundreds of tile-sets ?€? High-quality backgrounds and tiles ?€? More than 200 interesting quests ?€? Various puzzles and mini-games ?€? Many collection and achievements ?€? Dangerous creatures and fairy tale characters ?€? Regular free updates!",,,,0,
https://store.steampowered.com/app/522240/Pool_Panic/,app,Pool Panic,Pool Panic is an unconventional billiards game with something new around every corner. It's the world's least realistic pool simulator!,2019-05-01,Rekim,"Adult Swim Games,Adult Swim Games","Action,Sports,Adventure,Funny","Single-player,Local Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards","English,French,Italian,German,Spanish - Spain,Portuguese - Brazil",32,"Action,Adventure,Sports"," About This Game  Pool Panic is the world?€?s least realistic pool simulator. Play as a mischievous, and dare we say, oblivious cue ball in a giant game of pool that sprawls across a colorful cartoon overworld with more than 100 levels. Explore jungles, deserts, carnivals, cities and more while knocking around a peculiar cast of billiard balls, most of which won?€?t appreciate being pocketed. Note: Pool Panic plays best with a controller Every level of Pool Panic has an 8-ball, but he won't be standing around waiting to be potted. While you seek him out, you'll be occupied by plenty of strange activities involving balls: Ride a Ferris Wheel! Knock off other balls for your own gain! Explore caves where even the bats are balls! Play nine holes of mini-golf with a pool cue! Flee the zombie horde! But careful, they're contagious! Go skiing and mountain climbing! With balls! Hunt boy scouts in the woods! Steal their hats! Wait... Explore a colorful overworld with more than 100 levels. Shoot pool in deserts, gardens, cities, the carnival, the woods, and more Get mad at balls that dash away from you, think strategically about when to hit toothy balls that can unleash stomp attacks, and line up the perfect shot. Take down bosses and join a motorcycle gang chase. Unlock higher levels of the central tower as you travel the world. What awaits you at the top? Challenge up to four of your friends in local multiplayer. Hats. This game has hats. ",,,,14.99,
https://store.steampowered.com/app/489140/Mr_Shifty/,app,Mr. Shifty,"Teleport, shift through bullets, and master lightning-fast takedowns in an all new kind of action game from tinyBuild and Team Shifty!",2019-05-03,Team Shifty,"tinyBuild,tinyBuild","Action,Indie,Adventure,Top-Down,Beat 'em up,Singleplayer,Great Soundtrack,Fast-Paced,Difficult,Bullet Time,Superhero,Comic Book,Assassin,Arcade,Heist,Destruction,Time Attack,Action-Adventure,Top-Down Shooter,Character Action Game","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","English,French,Italian,German,Spanish - Spain,Portuguese - Brazil,Japanese",14,"Action,Adventure,Indie"," About This Game Teleport, shift through bullets, and master lightning-fast takedowns in an all new kind of action game from tinyBuild and Team Shifty! Shift through walls, through bullets, cover huge distances and be everywhere at once One shot kills. Survive on skills. Use distraction, trickery, explore what's possible when stealth and action become one! Toy with enemies, laugh as they use doors to enter rooms Underestimate enemies, and cry as they use group tactics to outsmart Shifty A group of industry veterans behind 21 games, from GameBoy Advance to Xbox 360, have joined together to raise the bar for independent games: Team Shifty's action-packed debut is a must play!",,,,14.99,
https://store.steampowered.com/bundle/4111/Capitalism_Complete_Pack/,bundle,Capitalism Complete Pack,Capitalism Complete Pack bundle,2019-05-04,Enlight Software Limited,Enlight Software Limited,NaN,"Single-player,Multi-player,Steam Trading Cards",English,NaN,"Simulation,Strategy,Indie",NaN,NaN,NaN,NaN,15.98,
https://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/,app,Oceanhorn: Monster of Uncharted Seas,"Oceanhorn: Monster of Uncharted Seas combines captivating storytelling, breathtaking 3D visuals and exciting gameplay into one epic action-adventure experience. In the game you explore the islands of Uncharted Seas, a world filled with many dangers, puzzles and secrets.",2019-05-05,Cornfox & Bros.,"Cornfox & Bros.,Cornfox & Bros.","Adventure,RPG,Action,Indie,Puzzle,Singleplayer,Fantasy,Action-Adventure,Open World,Isometric,Great Soundtrack,Action RPG,Casual","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","English,French,Italian,German,Spanish - Spain,Finnish,Japanese,Korean,Portuguese - Brazil,Russian,Traditional Chinese,Turkish",63,"Action,Adventure,Indie,RPG"," About This Game You wake up and find a letter from your father. He is gone?€? The only lead is his old notebook and a mysterious necklace. What happened?  Oceanhorn: Monster of Uncharted Seas combines captivating storytelling, breathtaking 3D visuals and exciting gameplay into one epic action-adventure experience. In the game you explore the islands of Uncharted Seas, a world filled with many dangers, puzzles and secrets. You must fight monsters, learn to use magic and discover ancient treasures, which will help you on your quest. Use all of your wits and skill to unravel the mysteries of the ancient kingdom of Arcadia and the sea monster, Oceanhorn.  FEATURE OVERVIEW:  - 15+ hours of story driven gameplay - Master magic and swordfight - Find ancient items to help you on your quest - Steam Achievements and Leaderboards - Steam Cloud - Steam Trading Cards - Full controller support - Enchanting original soundtrack",,"Minimum:,OS:,Windows 7,Processor:,1.7 GHz Dual Core or faster,Memory:,1 GB RAM,Graphics:,DirectX 10 compatible, 256 MB VRAM,DirectX:,Version 10,Storage:,700 MB available space,Sound Card:,DirectX 10 compatible,Additional Notes:,Even slower systems may run the game.,Minimum:,OS:,10.7.0,Processor:,2.2 GHz,Memory:,2 GB RAM,Graphics:,ATI Radeon HD 5850 or NVidia GeForce GTX 460, and 1 GB VRAM,Storage:,700 MB available space,Additional Notes:,Even slower systems may run the game.","Recommended:,OS:,Windows 10,Processor:,2.2 GHz Dual Core or faster,Memory:,2 GB RAM,Graphics:,DirectX 10 compatible, 512 MB VRAM,DirectX:,Version 10,Storage:,800 MB available space,Sound Card:,DirectX 10 compatible,Additional Notes:,Even slower systems run the game.,Recommended:,OS:,10.11.5,Processor:,2.3 GHz Intel Core i7,Memory:,4 GB RAM,Graphics:,ATI Radeon HD 5850 or NVidia GeForce GTX 460, and 2 GB VRAM,Storage:,800 MB available space,Additional Notes:,Even slower systems run the game.",14.99,
https://store.steampowered.com/app/299070/Warrior_Kings_Battles/,app,Warrior Kings: Battles,Warrior Kings: Battles maintains the excitement that made Warrior Kings a leading RTS. It is a stand-alone title that adds a new strategic and tactical dimension to the series.,2019-05-06,Black Cactus,"Strategy First,Strategy First","Strategy,RTS,Fantasy",Single-player,English,NaN,Strategy," About This Game Warrior Kings: Battles comes complete with a full skirmish mode, boasting a proficiency of computer AI not yet seen in an RTS product. AI Generals build a functioning economy, offensive/defensive armies, correctly control formations, and intelligently probe your defenses, looking for your weak points. AI Diplomacy, a major new feature, makes you think you are playing a human opponent(s), giving a new depth to gaming.   Features:  Unparalleled real-time strategy gaming, using radical 3D technology to bring terrain, provinces and cultures alive like no other games in the genre  Use real military tactics with a supreme range of combat tools - select from cavalry, rocket launchers, catapults, spies, war elephants, arch druids, elementals, golems, summoned beings and many more! Strategically use terrain, arms and formations to beat all others  Advanced A.I. (Artificial Intelligence) computer opponents probe your defences and find weaknesses unlike any other strategy game. AI Generals even seek to win alliances and will bargain with you to gain the upper hand!",,"Minimum:,OS:,Windows 98/2000/Me/Xp,Processor:,733 MHz,Memory:,128 MB RAM,Graphics:,16 MB 3D card,DirectX:,Version 8.1,Storage:,800 MB available space","Recommended:,Additional Notes:,*Not supported for Windows 8*",9.99,
https://store.steampowered.com/app/612300/Sudden_Strike_Gold/,app,Sudden Strike Gold,"Set in World War 2, Sudden Strike offers revolutionary real-time-strategy gameplay. Command Russian, German, French, American and British armies in large scale battles including urban warfare, beach landings and aerial invasions. Whichever tactics you choose, you will find it in Sudden Strike!",2019-05-07,Fireglow,"Kalypso Media Digital,Kalypso Media Digital","Strategy,RTS,World War II,Classic","Single-player,Includes level editor","English,French,German,Russian",NaN,Strategy," About This Game Set in World War 2, Sudden Strike offers revolutionary real-time-strategy gameplay. Command Russian, German, French, American and British armies in large scale battles including urban warfare, beach landings and aerial invasions. Whichever tactics you choose, you will find it in Sudden Strike! Features Up to 1000 units per scenario including historically accurate tanks, artillery, infantry and aircraft Gigantic maps offer unparalleled strategic depth and tactical choices Destructable terrain, bridges, houses, fortifications and trees Build fortifications and pontoon bridges Contains the original RTS classic ""Sudden Strike"", ""Sudden Strike Forever"" add-on and ""Total War"" map pack Contains map editor ",,,,5.99,
https://store.steampowered.com/app/511350/Mr_Massagy/,app,Mr. Massagy,Use your dating skills to get a well-earned Massage through your gamepad controller!,2019-05-08,Green Lava Studios,"Green Lava Studios,Green Lava Studios","Casual,Sexual Content,Indie,Simulation,Dating Sim,Funny,Anime,Memes","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",English,44,"Casual,Indie,Simulation"," About This Game Everybody is someone like Johnny deep inside! So walk on his shoes and get back into the speed-dating game. Use your Linger app to choose from 9 elegible bachelorettes and get the ultimate reward: A well-earned controller rumble massage. Frequently Asked Questions: Q: Okay?€? So, what do I get? A: A fine dating simulator with the possibility of getting a real massage from your gamepad controller! Q: Can I play this game without a controller? A: Yes, but you will feel alone. Q: What's up with the massage and the controller? A: We programmed various vibration patterns?€? depending on the date??s personality. Q: Interesting... How do I play it? A: During a date, you select the best flirting lines to conquer the girl you are dating. Q: Will I be able to conquer my crush after playing this game? A: Mayyyybe? Results may vary... What the heck, if it helps, then we'll take full credit! Q: Which controllers does the game support? A: Steam controller, Dualshock 4 and Xbox Controller?€? and we like them all! Q: How do I freaking pronounce that name, Massa-gay? Is that even english?? A: Sorta, it's pronounced Massa-gee. But hey, say it how you like it, it's a free internet ",,,,5.99,
https://store.steampowered.com/app/279800/Grim_Legends_2_Song_of_the_Dark_Swan/,app,Grim Legends 2: Song of the Dark Swan,Save the feuding kingdoms!,2019-05-09,Artifex Mundi,"Artifex Mundi,Artifex Mundi","Hidden Object,Casual,Adventure,Point & Click,Female Protagonist,Puzzle,Mystery,Family Friendly,Fantasy,Singleplayer,Horror,Cartoony,Atmospheric,Story Rich,Great Soundtrack,Indie,Short,2D,Visual Novel,Relaxing","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","English,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese",29,"Adventure,Casual"," About This Game Embark on a dangerous quest through mysterious ruins and magical woods in the second chapter of Grim Legends series. Save the young queen from a mortal danger and change the faith of the entire kingdom! When a mysterious illness befalls the queen of the Eagle Kingdom, a famous healer is summoned to Eagle Castle to examine her. The Healer?€?s quest takes a sudden turn when the infant prince vanishes under mysterious circumstances. The queen is accused of practicing dark magic and thrown into the prison tower. According to the kingdom?€?s law, sorcery is a crime punishable by death. The desperate King, believing his wife is innocent, begs the healer to find a way to exonerate the queen. The protagonist has only one day to reach the ruins of the Swan Kingdom and unravel the mystery behind the ruling family?€?s curse. Only then will she manage to find the young heir to the throne and save the queen from her execution. Will the healer be successful in saving the queen? Will she rescue the little prince from the clutches of dark magic? The fate of two kingdoms lies in the healer?€?s hands. Features A legendary realm imagined brilliantly in 42 hand-painted locations 3 fairy-tale sidekicks to help you in times of need 32 challenging mini-games and 16 hidden-object scenes 14 intriguing characters to meet on your journey An additional story told from two different perspectives! 29 achievements to unlock! ",,"Minimum:,OS:,Windows XP, Windows Vista, Windows 7, Windows 8,Processor:,1.5 GHz,Memory:,512 MB RAM,Graphics:,128 MB VRAM,DirectX:,Version 9.0,Storage:,1 GB available space,Minimum:,OS:,10.6.8,Processor:,1.5 GHz,Memory:,512 MB RAM,Graphics:,128 MB VRAM,Storage:,1 GB available space,Minimum:,OS:,Ubuntu 12.04 (32/64bit),Processor:,1.5 GHz,Memory:,512 MB RAM,Graphics:,128 MB VRAM,Storage:,1 GB available space","Recommended:,OS:,Windows XP, Windows Vista, Windows 7, Windows 8,Processor:,2 GHz,Memory:,1 GB RAM,Graphics:,256 MB VRAM,DirectX:,Version 9.0,Storage:,1 GB available space,Recommended:,OS:,10.6.8,Processor:,2 GHz,Memory:,1 GB RAM,Graphics:,256 MB VRAM,Storage:,1 GB available space,Recommended:,OS:,Ubuntu 12.04 (32/64bit),Processor:,2 GHz,Memory:,1 GB RAM,Graphics:,256 MB VRAM,Storage:,1 GB available space",9.99,
https://store.steampowered.com/app/612930/Fight_of_Gods/,app,Fight of Gods,"Your prayers have been answered! For the first time ever, gods, holy spirits and mythological characters from around the globe and throughout history will clash in an explosive 2D fighter where the entire world is at stake!",2019-05-10,Digital Crafter,"PQube Limited,PQube Limited","Action,Indie,Fighting,2D Fighter,Mythology,Memes","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","English,Traditional Chinese,Simplified Chinese,Japanese",36,"Action,Indie"," About This Game  Your prayers have been answered! For the first time ever, gods, holy spirits and mythological characters from around the globe and throughout history will clash in an explosive 2D fighter where the entire world is at stake! Who will emerge victorious from the most destructive combat tournament the universe has ever witnessed? Features An unparalleled roster : Juggernauts from religion and mythology collide in battles filled with ancient magic and divine powers. Unleash the full might of Jesus, Buddha, Moses Zeus, Odin and many more in a struggle for existence itself! Legendary stages : A tournament as epic as this could only take place in the most iconic environments ever seen. Trade punches atop Mount Olympus and call upon the heavens for otherworldly powers as you tussle in the Garden Of Eden. Strategic combat : Immerse yourself in a four-button fighting system with tremendous depth. Counter each god?€?s unique attributes with throws, anti-air attacks and special moves. Training mode : New to fighters? Hone your skills in the bespoke practice area to become the greatest god of the arena! Pick who's next! : Jump onto our Community Hub and tell us which gods we should include in future updates! ",,"Minimum:,OS:,Windows 7 (64 bit versions required),Processor:,i5-4460,Memory:,4 GB RAM,Graphics:,Geforce GTX 750,DirectX:,Version 11,Storage:,3 GB available space,Sound Card:,Any","Recommended:,OS:,Windows 7 (64 bit versions required),Processor:,i7-4790,Memory:,8 GB RAM,Graphics:,Geforce GTX 960,DirectX:,Version 11,Storage:,3 GB available space,Sound Card:,Any",14.99,
https://store.steampowered.com/app/575820/I_Hate_Running_Backwards/,app,I Hate Running Backwards,I Hate Running Backwards is a never-ending adrenaline packed shoot'em down roguelite that puts the emphasis on destruction and fighting never ending waves of enemies while time traveling through procedurally generated worlds!,2019-05-11,"Binx Interactive,Croteam Incubator,Croteam","Devolver Digital,Devolver Digital","Action,Indie,Difficult,Local Co-Op,Shoot 'Em Up,Rogue-lite,Rogue-like,Destruction,Runner,Procedural Generation,Singleplayer,Voxel,Bullet Hell,Co-op","Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","English,French,Italian,German,Spanish - Spain,Dutch,Polish,Portuguese - Brazil,Russian,Simplified Chinese",40,"Action,Indie"," About This Game  I Hate Running Backwards is a hardcore adrenaline packed shoot'em down that puts the emphasis on destruction and fighting never-ending waves of enemies! Pick your character and blast away enemies with a high powered arsenal of shotguns, lasers, rocket launchers, singularity cannons and all the weapons you can get your hand's on! Get stronger by earning perks to decimate challenging bosses and climb the leaderboards to show who's the best runner out there! Sam and friends get stuck in the mixed space-time continuum and have to battle their way through different time periods to rid them of Mental's minions! Intense never-ending action will have you destroying wave after wave of enemies on your way to the final boss. You think you're done when you do? Think again! The game loops and sends even tougher enemies at you. Lucky for you that the arsenal of weapons you pick up along the way is more than enough to help you deal with the threat. KEY FEATURES Are you Serious? - Chose from a roster of characters like Serious Sam, The Bullet, Lo Wang, Rambro, and Richard among others and bring their unique arsenal to the battlefield! Swing it like you mean it! - Use your mighty melee weapons to lay waste to enemies and destroy the environment! Guns blazing! - Chose from and an arsenal of close to a 100 weapons ranging from assault rifles, shotguns and rocket launchers to orbital lasers, guided missiles, and disintegrations beams! Shoot ?€?em down! - Turn the shoot ?€?em up genre upside down with Sam doing what he hates the most - running backwards! Come at me bro! - Fight your way to the top of the leaderboards in standard and daily modes. Show you're friends and the world that you're the best runner among them all! Who?€?s with me? - Fight side by side with a friend in the couch co-op multiplayer mode for 2 players and remember to leave some ammo for your buddy. Destructible environment - Watch as you and your foes destroy everything in your path while battling each other. Expand your arsenal! - Complete achievements to unlock rewards ranging from new weapons, characters and difficulty modifiers! Are you a Twitch streamer? Good news! I Hate Running Backwards has a unique twist for you! Activate Kill the Streamer mode and let your Twitch chat spawn enemies to try and kill you! KEY TWITCH FEATURES Spawn hordes of enemies! - Your Twitch chat can spam numbers to spawn enemies that rush to kill you! Shoot The Drone - Use the Twitch drone to shoot at the Streamer! Spawn Werebulls! - Spawn mighty werebulls to rush the Streamer and kill him even faster! Custom Twitch Chat Leaderboard! - A leaderboard for the best Streamer killers out there! ",,,,14.99,
https://store.steampowered.com/app/270010/Time_Rifters/,app,Time Rifters,Be your own teammates in this unique single-player co-op shooter!,2019-05-12,Proton Studio Inc," , ","Action,Casual,Shooter,First-Person,Singleplayer,Indie,VR,FPS,Time Travel,Strategy,Level Editor,Tower Defense,Puzzle,Voxel,Sci-fi,Controller,Time Manipulation,Multiplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Leaderboards,Includes level editor,Commentary available",English,35,"Action,Casual,Indie"," About This Game Be your own teammates in this unique single-player co-op shooter! You have 4 lives, destroy as many enemies as possible. With each new life you?€?ll be joined by ghosts of your previous lives. The Let?€?s Replay mode lets you play with other people?€?s ghosts that have been uploaded to the Steam Workshop. 6 upgradable weapons 3 episodes with 5 arenas each Highscore boards Custom-made soundtrack Single Player Co-op Let's Replay system (asynchronous multi-player mode) ",,,,9.99,
